,date,World,Afghanistan,Africa,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Europe,European Union,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North America,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin (French part),Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Tajikistan,Tanzania,Thailand,Timor,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Upper middle income,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
612,2021-09-06,17.281,1.58,6.987,12.314,9.264,0.0,12.525,3.288,0.0,31.992,20.171,58.263,225.439,11.877,2.75,7.942,51.554,246.348,1.358,7.179,10.652,16.361,6.863,29.609,1.648,15.575,0.0,17.261,0.0,49.482,52.465,42.51,0.0,20.044,94.368,0.0,0.155,9.84,0.502,5.851,18.545,0.0,0.179,0.0,22.445,0.006,21.379,0.0,0.67,0.0,50.764,2.557,17.12,103.37,57.54,40.178,0.953,0.111,4.08,0.0,41.233,2.048,14.666,1.063,19.096,3.582,0.271,12.82,117.336,1.637,28.201,13.491,0.0,0.0,75.288,4.512,,55.817,728.063,0.837,9.978,276.681,9.392,2.778,30.603,48.339,0.0,31.883,548.309,40.749,42.872,0.0,3.03,8.549,60.589,0.604,25.933,41.12,1.806,5.363,4.231,33.608,97.526,20.586,14.334,0.0,41.698,12.941,81.701,5.833,18.051,15.063,91.143,5.349,0.0,170.023,4.451,9.803,0.664,10.267,14.208,31.659,0.0,39.928,0.0,45.09,1.543,12.997,3.088,0.034,6.665,119.364,3.818,0.266,16.876,0.0,568.689,12.669,6.926,0.0,82.17,0.0,28.109,0.0,24.423,138.738,0.0,32.063,2.366,27.427,26.49,0.0,10.639,4.839,0.0,0.193,0.288,0.114,1.3,0.0,61.485,0.0,192.013,0.0,4.6,8.282,9.615,5.309,0.0,17.143,17.693,0.0,64.742,18.473,20.976,0.0,1.53,15.481,53.191,0.371,32.852,14.09,77.187,7.476,90.959,0.0,41.945,105.631,0.0,0.0,0.0,0.0,0.0,0.0,2.692,7.623,24.012,46.67,0.0,1.064,316.799,0.709,8.491,0.0,5.683,66.751,30.873,2.026,0.0,25.211,126.419,0.149,61.484,3.886,10.869,3.119,0.0,0.534,48.538,24.603,2.712,0.0,0.0,69.234,100.112,41.129,0.0,21.869,0.0,2.095,13.274,2.754,25.3,65.663,150.786,23.424,5.551,2.657,0.0,0.0,7.067,48.856,0.0,2.997,2.098,13.296
672,2021-11-05,12.503,0.851,1.835,32.016,1.225,0.0,0.0,0.927,0.0,74.649,2.725,229.457,9.393,4.793,7.831,33.335,34.08,65.855,0.679,0.479,145.573,24.122,23.765,69.087,0.0,171.321,0.0,4.499,0.0,134.219,4.182,18.61,0.0,4.454,282.514,0.309,0.0,6.501,2.579,11.65,3.372,0.0,0.0,0.056,7.856,0.001,8.656,0.0,10.05,0.0,41.692,0.249,98.254,10.613,15.693,11.161,35.544,0.081,4.42,1.784,27.488,4.364,2.278,6.649,20.832,2.985,0.0,103.313,4.161,1.564,62.619,39.767,56.479,0.0,13.982,13.536,6.189,49.25,3.265,12.558,0.37,171.724,32.89,0.866,0.0,60.857,0.0,39.854,27.794,122.247,40.07,15.791,0.0,0.95,58.116,3.453,29.716,11.023,69.427,2.682,4.82,1.328,24.37,8.9,25.681,35.489,8.361,9.469,43.857,0.992,0.0,15.063,20.208,1.074,0.0,2.245,0.703,5.128,3.586,245.319,15.848,1.301,0.0,30.68,25.41,174.178,0.976,6.975,10.809,0.135,0.294,27.138,9.546,0.531,3.75,0.0,27.21,2.111,39.247,9.199,20.964,0.0,175.986,27.404,47.67,122.791,0.0,2.803,0.152,5.39,5.843,0.0,3.306,12.469,68.975,0.193,0.288,0.534,0.238,0.0,36.582,0.0,88.842,0.0,10.857,7.505,1.093,0.712,0.0,17.905,4.537,7.592,4.129,11.19,22.395,0.0,29.832,6.621,6.764,1.113,4.107,311.151,110.522,1.161,0.0,0.0,83.891,127.869,0.0,0.0,125.049,0.0,29.682,0.0,0.742,0.173,126.9,0.0,0.0,31.754,0.0,49.615,74.062,0.0,6.478,6.946,12.662,4.072,0.0,4.395,11.314,1.387,92.226,5.498,8.238,6.011,0.0,0.0,12.79,1.491,0.339,0.0,0.0,70.54,10.926,35.434,0.0,0.0,0.0,0.571,197.447,1.165,33.966,50.217,40.209,14.986,3.214,0.982,0.0,0.0,5.724,9.217,0.0,2.077,0.2,1.409
732,2022-01-04,10.989,0.705,2.11,18.999,2.405,0.0,37.574,1.04,0.0,21.328,18.875,25.895,9.393,3.276,6.876,34.006,16.895,9.756,0.679,0.21,21.303,23.597,33.202,32.076,0.0,62.299,0.0,23.969,36.966,92.778,18.249,6.177,0.0,2.227,124.006,1.632,0.0,0.537,0.43,8.114,,43.654,0.896,0.169,14.691,0.0,10.95,7.17,0.502,0.0,4.053,0.497,155.073,0.803,26.154,22.321,89.194,0.384,35.361,0.0,41.233,2.494,4.778,3.667,2.683,0.0,1.629,35.443,43.273,0.786,56.655,50.448,37.653,0.0,5.378,28.516,37.926,6.567,0.0,1.674,0.37,216.324,26.88,1.494,0.0,100.626,17.701,0.0,5.054,17.464,2.074,31.581,0.289,0.0,30.913,0.777,37.305,1.246,149.388,2.682,2.83,0.294,6.527,2.247,22.297,0.0,2.328,34.012,9.549,0.137,18.051,41.999,6.135,0.759,0.0,1.122,0.469,3.167,15.539,72.407,40.803,4.771,0.0,17.615,0.0,105.452,0.952,4.083,21.618,2.398,3.185,12.523,5.727,0.974,16.876,0.0,57.141,3.589,27.703,3.066,12.172,0.0,62.939,54.808,4.414,65.382,0.0,1.388,2.396,0.886,31.944,0.0,0.786,26.873,3.449,0.386,0.288,0.191,0.275,0.0,37.685,0.0,77.378,201.719,19.874,4.485,0.874,0.276,0.0,13.714,7.939,0.099,9.144,16.358,6.94,0.0,150.036,20.154,14.143,1.484,16.426,29.604,89.404,0.871,0.0,0.0,0.0,44.476,62.861,0.0,57.715,0.0,148.412,4.398,0.467,0.231,51.662,0.0,0.232,2.484,0.0,116.772,59.438,0.0,0.0,14.342,9.485,18.392,0.275,26.241,11.909,0.939,8.09,10.996,29.976,2.621,0.0,0.092,4.324,0.0,0.678,0.0,0.0,232.521,9.145,26.013,0.0,21.869,0.0,0.825,71.231,1.801,29.478,59.343,10.052,10.384,5.843,0.578,0.0,0.0,1.696,32.896,0.0,0.208,3.447,14.828
792,2022-03-05,14.374,2.213,2.799,15.48,1.603,0.0,12.525,0.028,0.0,0.0,7.603,79.123,122.113,5.804,16.961,47.317,29.542,7.317,15.622,0.777,31.955,21.605,28.998,44.413,0.0,15.575,1.278,7.772,0.0,79.17,22.811,40.295,0.0,20.044,120.467,0.132,0.0,1.372,0.215,23.456,1.686,0.0,0.0,0.0,88.861,0.909,23.249,0.0,0.167,0.0,38.411,0.142,109.916,1.249,5.231,62.5,64.99,0.0,88.741,0.0,54.977,1.425,7.888,4.775,8.049,0.597,0.0,92.756,4.161,0.332,53.399,50.437,75.305,0.0,10.755,57.213,39.628,22.983,16.324,0.0,0.0,137.806,38.731,0.0,0.0,87.53,141.608,15.941,25.268,87.319,17.933,31.581,0.144,0.475,24.73,0.518,45.285,13.803,122.4,29.498,2.574,13.488,33.721,4.36,22.297,11.83,35.559,51.035,19.099,25.583,45.128,19.493,5.825,0.13,15.24,15.151,3.748,3.167,3.055,126.442,37.342,0.434,0.0,16.147,25.41,102.18,1.802,5.317,21.618,0.777,0.735,24.81,13.364,0.31,26.252,0.0,97.956,0.845,20.008,0.0,20.658,0.0,58.662,0.0,4.708,57.409,0.0,3.711,0.182,1.089,4.675,0.0,0.917,7.401,48.283,1.929,0.288,0.153,0.0,0.0,46.936,0.0,88.364,100.859,36.803,12.034,5.026,1.264,0.0,37.714,24.498,0.296,47.782,57.064,11.778,0.0,68.846,39.627,17.218,3.339,64.678,77.622,74.506,0.29,0.0,0.0,41.945,38.917,0.0,0.0,19.238,0.0,0.0,4.398,0.659,0.173,94.156,112.008,0.0,23.062,22.629,77.612,132.557,46.944,0.17,20.353,33.762,27.829,0.0,26.473,16.123,22.23,16.18,57.918,16.933,2.034,0.0,0.031,8.117,2.982,0.113,0.0,0.0,58.13,42.813,39.594,0.0,0.0,0.0,0.106,55.841,0.953,31.151,69.361,10.052,15.164,51.42,0.578,0.0,0.0,2.155,13.097,0.0,0.594,0.799,0.735
852,2022-05-04,4.111,0.073,0.245,0.0,0.022,135.455,0.0,0.0,0.0,21.328,6.79,0.0,0.0,1.681,22.806,23.491,0.29,21.952,1.358,0.0,42.607,4.615,20.934,9.87,0.0,0.0,2.556,1.554,0.0,4.639,0.76,7.32,0.0,0.0,19.316,0.044,0.0,0.06,0.072,24.757,0.0,0.0,0.0,0.0,13.722,0.45,0.887,0.0,0.0,58.713,5.212,0.071,23.819,0.446,15.693,30.134,14.389,0.01,29.24,0.0,0.0,0.0,3.889,0.694,0.316,0.0,0.0,18.853,1.664,0.008,20.26,21.346,0.0,0.0,0.0,48.549,28.564,3.283,0.0,0.419,0.0,4.54,17.164,0.0,30.603,52.769,0.0,7.971,7.58,0.0,9.415,31.581,0.0,0.0,0.0,0.0,17.095,0.096,26.687,58.997,1.351,1.26,2.868,0.27,25.084,106.466,7.832,33.809,13.086,4.687,36.102,0.62,0.0,0.0,0.0,0.0,0.0,0.0,2.523,38.365,4.736,0.0,0.0,0.147,25.41,28.363,0.027,0.978,16.986,0.0,0.098,3.389,0.0,0.089,45.003,0.0,0.0,0.0,4.617,0.0,0.776,0.0,4.888,27.404,0.589,9.568,0.0,0.133,0.0,0.0,1.169,0.0,0.033,5.295,0.0,32.978,0.288,0.038,0.0,0.0,10.008,0.0,9.553,0.0,24.842,17.563,0.219,0.021,0.0,0.0,1.361,0.099,12.388,6.197,3.721,0.0,5.043,24.535,8.609,0.0,25.666,7.325,15.548,0.0,0.0,0.0,0.0,5.56,0.0,0.0,0.0,31.476,29.682,0.0,0.577,0.058,10.041,28.002,0.0,3.725,0.0,27.111,44.343,2.761,0.0,3.039,5.97,30.087,0.0,17.62,0.458,0.085,4.854,10.617,5.263,0.0,0.0,0.0,22.274,0.0,0.0,0.0,0.0,19.594,1.376,2.344,0.0,0.0,0.0,0.021,3.148,0.0,40.202,13.645,0.0,3.164,3.798,0.0,18.363,0.0,0.247,0.703,0.0,0.03,0.15,0.184
912,2022-07-03,2.735,0.267,0.31,1.055,0.0,0.0,0.0,0.0,0.0,10.664,2.043,0.36,18.787,0.717,25.633,9.061,0.097,7.317,2.038,0.181,21.303,14.683,7.721,4.935,0.0,31.149,0.0,0.327,36.966,3.093,5.323,12.93,0.0,2.227,4.866,0.0,0.0,0.0,0.0,7.255,5.058,14.551,0.0,0.0,17.191,1.284,2.93,0.0,0.167,0.0,12.353,0.142,11.413,0.0,0.0,5.58,1.239,0.222,9.01,0.0,13.744,0.089,3.166,0.027,1.42,0.0,0.0,3.771,1.664,0.13,9.56,10.954,0.0,0.0,1.076,21.297,8.046,3.283,0.0,0.419,0.0,0.801,14.01,0.149,61.205,18.97,0.0,7.971,17.687,5.821,11.264,15.791,0.072,0.0,12.365,0.0,10.817,0.288,5.317,29.498,0.243,0.225,0.305,0.337,14.533,11.83,14.605,13.297,14.147,2.299,0.0,0.0,0.052,0.074,0.0,0.561,0.0,0.0,0.0,7.565,2.915,0.867,0.0,0.0,25.41,6.182,0.108,0.224,16.986,0.101,0.098,1.149,11.455,0.044,33.753,0.0,38.094,0.422,3.848,0.0,2.376,0.0,3.972,54.808,0.589,11.163,0.0,0.801,0.091,0.0,4.285,78.796,0.0,1.993,0.0,34.521,0.144,0.038,0.0,0.0,10.499,0.0,5.254,20.172,19.874,19.072,0.0,0.068,0.0,0.0,11.342,0.394,6.931,4.464,0.813,0.0,1.054,32.13,36.281,0.371,13.346,1.272,5.528,0.0,90.959,0.0,0.0,38.917,31.431,0.0,19.238,4.497,0.0,0.0,0.714,0.0,3.056,0.0,0.0,2.484,0.0,3.19,6.604,0.0,0.0,3.573,8.47,2.49,0.0,23.066,0.092,0.043,22.652,6.635,3.776,0.0,0.0,0.0,3.25,0.0,0.226,0.0,0.0,25.473,2.914,0.492,0.0,0.0,0.0,0.106,0.856,0.953,14.665,15.203,10.052,2.929,11.394,0.0,0.0,0.0,0.353,0.041,0.0,0.0,0.55,1.471
972,2022-09-01,3.841,0.462,0.106,3.87,0.0,22.576,0.0,0.0,62.984,10.664,3.186,4.316,0.0,1.943,24.792,12.081,2.703,0.0,1.358,0.058,56.809,0.0,7.464,0.0,0.0,0.0,0.0,3.927,36.966,24.432,0.38,9.697,31.916,2.227,12.681,0.0,0.0,0.0,0.609,15.239,0.0,0.0,0.0,0.0,21.169,0.36,4.472,0.0,0.0,0.0,10.809,0.071,42.428,0.089,10.462,21.205,13.341,0.091,15.3,0.0,0.0,0.0,1.778,0.072,0.947,0.0,0.0,6.787,2.497,0.008,12.049,13.609,0.0,0.0,3.227,24.545,11.311,0.0,0.0,0.0,0.0,2.404,9.716,0.0,30.603,45.739,0.0,15.941,20.214,0.0,12.329,0.0,0.144,0.475,3.71,0.0,16.489,1.534,20.868,91.177,0.497,0.995,7.984,0.18,7.565,11.83,7.408,21.935,8.488,31.666,9.026,1.329,0.567,0.019,0.0,5.611,0.0,0.0,0.0,15.13,6.922,0.0,0.0,0.147,0.0,14.182,0.06,0.797,3.088,0.0,0.098,2.917,1.909,0.0,5.625,192.34,35.373,0.211,2.309,0.0,3.459,43.791,18.943,0.0,1.471,15.947,0.0,0.107,0.03,0.037,0.779,0.0,0.393,2.164,0.0,0.0,0.0,0.0,0.005,0.0,13.151,0.0,27.226,20.172,16.377,14.809,0.0,0.165,0.0,2.476,5.898,0.0,17.845,19.295,5.547,0.0,7.351,8.763,27.057,0.0,6.16,14.853,7.456,0.0,0.0,0.0,0.0,16.679,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.0,28.087,9.334,0.0,4.435,0.0,6.202,36.795,0.0,0.0,0.701,8.642,20.515,0.0,12.973,2.702,0.0,1.618,19.717,2.631,0.136,0.0,0.061,5.356,2.237,0.226,0.0,0.0,38.536,2.185,5.085,0.0,0.0,0.0,0.021,1.536,0.106,16.842,18.694,0.0,2.853,4.675,0.0,0.0,0.0,0.601,0.143,0.0,0.089,0.0,0.49
1032,2022-10-31,2.982,0.243,0.066,0.352,0.0,0.0,0.0,0.028,0.0,0.0,0.461,1.079,0.0,0.76,7.182,17.786,1.159,0.0,4.075,0.123,0.0,0.0,9.952,2.467,0.0,0.0,0.0,0.164,0.0,4.02,0.0,4.356,0.0,2.227,11.206,0.0,0.0,0.0,0.036,18.073,0.0,0.0,0.0,0.056,12.447,0.694,0.328,0.0,0.0,0.0,3.281,0.0,28.037,0.0,5.231,5.58,16.104,0.0,25.5,0.0,0.0,0.0,0.167,0.009,0.0,0.0,0.0,19.607,0.0,0.0,15.621,17.208,0.0,0.0,0.0,70.207,15.628,3.283,0.0,0.0,0.0,0.801,29.855,0.0,0.0,31.199,0.0,0.0,0.0,11.643,1.905,15.791,0.0,0.0,0.0,0.259,14.688,3.067,25.885,0.0,0.084,1.103,0.587,0.045,12.741,0.0,3.81,19.75,0.707,6.624,0.0,0.0,0.0,0.0,0.0,1.122,0.703,0.0,0.0,10.807,3.097,0.0,0.0,0.0,0.0,9.454,0.031,0.441,12.353,0.034,0.049,1.532,0.0,0.0,3.75,0.0,0.0,0.422,0.77,0.0,0.384,0.0,4.888,54.808,0.0,1.595,0.0,0.053,0.0,0.203,0.0,0.0,0.033,5.238,0.0,4.628,0.0,0.0,0.0,0.0,11.49,0.0,5.254,0.0,8.649,4.751,0.0,0.004,0.0,0.0,0.68,0.0,0.737,3.289,4.56,0.0,5.62,10.71,10.146,0.371,3.08,3.357,8.168,0.0,0.0,0.0,0.0,11.119,0.0,0.0,0.0,0.0,29.682,0.0,0.714,0.0,14.698,0.0,0.0,6.032,22.629,15.593,39.154,0.0,0.0,1.085,3.104,7.218,0.0,7.002,0.504,0.149,8.09,17.063,6.407,0.0,0.0,0.0,1.018,0.0,0.339,0.0,0.0,9.144,0.243,0.785,0.0,0.0,0.0,0.0,9.874,0.212,30.559,17.766,10.052,1.534,2.337,0.0,0.0,0.0,0.0,0.081,0.0,0.0,0.0,0.123
1092,2022-12-30,5.251,0.097,0.036,0.704,0.0,0.0,0.0,0.056,0.0,0.0,1.824,1.439,0.0,4.102,24.181,15.772,1.834,0.0,0.0,0.012,0.0,0.0,14.242,0.0,0.0,15.575,0.0,2.372,36.966,4.948,0.0,9.814,0.0,4.454,3.981,0.0,0.0,0.0,0.0,17.189,0.0,0.0,0.0,0.0,16.936,9.546,2.564,0.0,0.0,0.0,6.563,0.036,33.496,0.0,5.231,8.929,12.007,0.01,24.48,0.0,0.0,0.0,0.833,0.018,0.0,0.0,0.0,29.41,0.0,0.0,15.916,19.309,0.0,0.0,3.227,52.881,24.897,6.567,0.0,0.0,0.0,2.137,27.108,0.0,0.0,29.947,0.0,0.0,2.527,0.0,1.569,31.581,0.072,0.0,1.237,0.0,18.369,1.054,11.538,0.0,0.025,0.838,0.26,0.112,18.913,0.0,8.678,25.475,5.659,31.359,18.051,0.0,0.052,0.074,0.0,0.0,0.0,0.0,0.0,23.775,0.729,0.0,0.0,0.0,0.0,10.182,0.023,0.245,26.251,0.068,0.0,1.856,0.0,0.0,7.501,0.0,13.605,0.0,1.539,0.0,2.706,0.0,3.361,0.0,0.294,1.595,0.0,0.08,0.091,0.037,0.0,0.0,0.0,2.448,0.0,14.271,0.0,0.0,0.0,0.0,11.201,0.0,7.165,0.0,34.043,15.764,0.0,0.0,0.0,0.0,5.444,0.0,6.194,11.983,2.951,0.0,2.333,11.197,20.6,0.0,2.053,3.255,5.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.858,0.0,29.682,0.0,0.632,0.0,8.586,0.0,0.0,0.355,0.0,7.619,63.212,0.0,0.0,0.0,7.264,15.497,0.0,9.294,0.229,0.043,0.0,65.596,4.348,0.0,0.0,0.0,2.817,0.0,0.0,0.0,0.0,7.838,0.971,0.0,0.0,0.0,0.0,0.0,2.947,0.0,28.885,16.297,10.052,7.14,4.09,0.0,0.0,0.0,0.035,0.051,0.0,0.0,0.2,0.674
1152,2023-02-28,2.04,0.049,0.025,0.704,0.0,0.0,0.0,0.028,0.0,0.0,0.33,1.798,0.0,0.633,4.508,9.844,1.834,0.0,0.0,0.0,7.101,0.0,9.78,0.0,0.0,31.149,0.0,0.818,0.0,4.33,0.0,5.912,0.0,2.227,3.096,0.0,0.0,0.0,0.036,9.596,0.0,0.0,0.0,0.0,8.213,0.623,0.752,0.0,0.0,0.0,6.756,0.0,10.669,0.0,0.0,13.393,8.29,0.0,8.33,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.0,10.558,0.0,0.0,7.325,7.131,0.0,0.0,0.0,10.287,5.292,0.0,0.0,0.0,0.0,5.608,11.551,0.0,0.0,19.836,0.0,0.0,0.0,0.0,1.065,0.0,0.0,0.0,1.237,0.0,9.9,0.192,1.706,0.0,0.013,0.149,0.7,0.0,4.38,0.0,5.08,9.519,4.952,11.811,0.0,0.0,0.103,0.0,0.0,3.367,0.0,0.0,0.0,10.267,3.643,0.0,0.0,0.0,0.0,10.545,0.015,0.131,9.265,0.034,0.0,0.147,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0,1.89,0.0,7.333,0.0,0.0,3.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.593,0.0,0.0,0.0,0.0,9.916,0.0,4.776,0.0,5.152,3.264,0.0,0.013,0.0,0.0,0.907,0.0,3.982,4.699,1.237,0.0,2.484,10.32,12.606,0.0,0.0,2.747,3.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.619,0.0,0.0,0.0,0.577,0.0,11.642,0.0,0.0,0.0,0.0,6.202,19.341,0.0,0.0,0.0,3.873,3.976,0.0,2.86,0.046,0.043,0.0,8.247,1.03,0.0,0.0,0.0,0.237,0.0,0.0,0.0,0.0,1.959,1.457,0.0,0.0,0.0,0.0,0.0,3.098,0.106,21.686,15.428,10.052,1.358,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.3,0.429
